RPM_A,RPM_B,Position_A (deg),Position_B (deg),Distance_A (cm),Distance_B (cm),Current_A,Current_B,Speed_A,Speed_B,Angular_Velocity (deg/s),timestamp
45,-45,153.88235294117646,182.11764705882354,0.001262836632728576,-0.0012910494716962173,0.07031464583269731,-0.08496353038117643,23.561925,-23.561925,-107.99999999999999,1719304097.2703092
45,-46,144.0,192.0,0.001262836632728576,-0.0012910494716962173,0.09936826685384759,-0.15771965697195345,23.561925,-24.085523333333335,-109.2,1719304097.306648
45,-46,134.11764705882354,201.88235294117646,0.0012909246361255638,-0.0013197616529464717,0.08154545731986396,-0.1167027802362135,23.561925,-24.085523333333335,-109.2,1719304097.343953
45,-45,125.6470588235294,210.35294117647058,0.0013133950388431541,-0.001342232055664062,0.1250038148136845,-0.16406750694296068,23.561925,-23.561925,-107.99999999999999,1719304097.3781261
45,-45,115.76470588235294,220.23529411764707,0.0013133950388431541,-0.001342232055664062,0.09497360148930412,-0.07519760734885672,23.561925,-23.561925,-107.99999999999999,1719304097.4149382
44,-45,105.88235294117646,230.11764705882354,0.0013133950388431541,-0.001342232055664062,0.10962248603778235,-0.1638233588671527,23.038326666666666,-23.561925,-106.8,1719304097.4484181
44,-45,97.41176470588235,238.58823529411765,0.0013133950388431541,-0.001342232055664062,0.11548203985717365,-0.12768944364757218,23.038326666666666,-23.561925,-106.8,1719304097.483762
45,-45,86.11764705882354,248.47058823529412,0.0013358654415607444,-0.0013647024583816523,0.09717093417157585,-0.1572313608203375,23.561925,-23.561925,-107.99999999999999,1719304097.520133
45,-45,77.6470588235294,258.3529411764706,0.0013583358442783348,-0.0013871728610992426,0.13965269936216274,-0.09155552842799164,23.561925,-23.561925,-107.99999999999999,1719304097.556423
44,-45,67.76470588235294,266.8235294117647,0.0013583358442783348,-0.0013871728610992426,0.09863582262642367,-0.16260261848811286,23.038326666666666,-23.561925,-106.8,1719304097.593001
44,-45,57.88235294117647,278.11764705882354,0.0013583358442783348,-0.0013871728610992426,0.13354899746696347,-0.1257362590411084,23.038326666666666,-23.561925,-106.8,1719304097.631055
45,-45,46.588235294117645,288.0,0.0013864238476753226,-0.0014152608644962305,0.12280648213141276,-0.14844203009125057,23.561925,-23.561925,-107.99999999999999,1719304097.667653
45,-45,38.11764705882353,297.88235294117646,0.0013864238476753226,-0.0014152608644962305,0.13721121860408303,-0.15356913968321795,23.561925,-23.561925,-107.99999999999999,1719304097.7047
44,-45,28.235294117647058,307.7647058823529,0.001413887673219044,-0.0014433488678932183,0.1398968474379707,-0.18140202032532748,23.038326666666666,-23.561925,-106.8,1719304097.7411468
44,-45,18.352941176470587,317.6470588235294,0.001413887673219044,-0.0014433488678932183,0.17358928189947243,-0.18335520493179125,23.038326666666666,-23.561925,-106.8,1719304097.777326
44,-45,8.470588235294118,327.52941176470586,0.0014358587336540214,-0.0014658192706108087,0.10766930143131859,-0.14380321665089912,23.038326666666666,-23.561925,-106.8,1719304097.813519
45,-45,360.0,336.0,0.0014639467370510092,-0.0014939072740077965,0.14014099551377868,-0.20264290292062093,23.561925,-23.561925,-107.99999999999999,1719304097.848943
44,-45,351.52941176470586,347.29411764705884,0.0014639467370510092,-0.0014939072740077965,0.11523789178136568,-0.13599047822504318,23.038326666666666,-23.561925,-106.8,1719304097.8851058
44,-45,341.6470588235294,355.7647058823529,0.0014639467370510092,-0.0014939072740077965,0.145756401257362,-0.1713919492171998,23.038326666666666,-23.561925,-106.8,1719304097.920463
45,-46,331.7647058823529,5.647058823529412,0.0014920347404479971,-0.0015226194552580509,0.14282662434766635,-0.11621448408459756,23.561925,-24.085523333333335,-109.2,1719304097.9587688
45,-46,321.88235294117646,12.705882352941176,0.0014920347404479971,-0.0015226194552580509,0.13110751670888376,-0.1911679433576463,23.561925,-24.085523333333335,-109.2,1719304097.9931111
44,-45,312.0,24.0,0.0014920347404479971,-0.0015226194552580509,0.1679738761558891,-0.14600054933317086,23.038326666666666,-23.561925,-106.8,1719304098.0309079
44,-45,302.11764705882354,33.88235294117647,0.0014920347404479971,-0.0015226194552580509,0.14893032624286562,-0.20337534714804573,23.038326666666666,-23.561925,-106.8,1719304098.067321
44,-45,292.2352941176471,43.76470588235294,0.0014920347404479971,-0.0015226194552580509,0.16333506271553766,-0.13769951475569897,23.038326666666666,-23.561925,-106.8,1719304098.102669
